"file","segment","start","end","dur","filedur","mean_intensity","nsyll","npause","dur(s)","phonationtime(s)","speechrate(nsyll/dur)","articulationrate(nsyll/phonationtime)","ASD(speakingtime/nsyll)","nrFP","tFP(s)","pints","pintsrate","speaker","session"
"evst255_01_20min","sil",1123.508,1124.219,0.711,1201.645,"35.556",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","cl",1124.219,1124.256,0.037,1201.645,"53.298",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1124.256,1124.288,0.031,1201.645,"29.823",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1124.288,1124.456,0.168,1201.645,"55.084",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1124.788,1124.946,0.159,1201.645,"57.899",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1125.463,1125.588,0.126,1201.645,"60.406",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1125.588,1125.877,0.288,1201.645,"42.633",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1125.877,1125.931,0.054,1201.645,"34.002",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1125.931,1126.113,0.182,1201.645,"58.146",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1129.882,1129.941,0.059,1201.645,"38.637",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1129.941,1130.349,0.408,1201.645,"38.605",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1130.349,1130.402,0.053,1201.645,"34.606",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1130.402,1130.544,0.142,1201.645,"60.448",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1131.48,1131.62,0.14,1201.645,"39.843",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1131.62,1131.86,0.24,1201.645,"60.456",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1132.928,1132.981,0.053,1201.645,"45.272",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1132.981,1133.23,0.249,1201.645,"39.782",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1133.23,1133.262,0.031,1201.645,"33.091",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1136.063,1136.215,0.153,1201.645,"57.856",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1137.769,1137.839,0.069,1201.645,"39.257",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1137.839,1138.097,0.258,1201.645,"38.857",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1138.097,1138.257,0.16,1201.645,"46.159",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1138.257,1138.526,0.269,1201.645,"58.162",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1138.979,1139.093,0.115,1201.645,"37.034",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","other",1139.093,1139.343,0.249,1201.645,"58.608",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1140.668,1140.824,0.155,1201.645,"38.374",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1141.154,1141.382,0.229,1201.645,"58.384",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1141.382,1141.586,0.203,1201.645,"39.204",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1142.269,1143.064,0.795,1201.645,"35.813",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","cl",1143.064,1143.108,0.044,1201.645,"48.680",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1143.108,1143.153,0.045,1201.645,"28.801",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1143.153,1143.354,0.201,1201.645,"53.380",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1143.846,1144.053,0.207,1201.645,"65.509",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1144.472,1144.523,0.052,1201.645,"47.234",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1144.523,1144.731,0.208,1201.645,"40.427",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1144.731,1144.822,0.09,1201.645,"33.586",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1145.368,1145.518,0.149,1201.645,"61.577",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1146.429,1146.65,0.22,1201.645,"61.977",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1148.524,1148.56,0.036,1201.645,"36.354",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1148.56,1148.887,0.327,1201.645,"38.071",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1148.887,1148.959,0.073,1201.645,"30.250",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1148.959,1149.105,0.146,1201.645,"61.279",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1149.396,1149.536,0.14,1201.645,"55.903",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1152.091,1152.303,0.212,1201.645,"57.369",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1152.303,1152.59,0.287,1201.645,"39.059",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1152.59,1152.645,0.055,1201.645,"30.832",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1152.645,1152.961,0.316,1201.645,"57.153",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1153.518,1153.663,0.144,1201.645,"37.177",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1155.084,1155.134,0.05,1201.645,"32.414",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1155.134,1155.494,0.361,1201.645,"39.024",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1155.494,1155.552,0.057,1201.645,"35.050",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1155.552,1155.677,0.126,1201.645,"62.567",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1157.265,1157.501,0.235,1201.645,"61.066",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1157.501,1157.921,0.42,1201.645,"41.622",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1157.921,1158.098,0.177,1201.645,"58.199",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1161.132,1161.986,0.853,1201.645,"36.015",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","cl",1161.986,1162.043,0.057,1201.645,"42.611",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1162.043,1162.145,0.103,1201.645,"38.646",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1162.145,1162.487,0.342,1201.645,"36.403",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1162.487,1162.575,0.088,1201.645,"31.982",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1163.85,1164.189,0.339,1201.645,"63.073",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1165.069,1165.231,0.162,1201.645,"61.015",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1166.599,1166.637,0.038,1201.645,"39.491",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1166.637,1166.93,0.293,1201.645,"38.835",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1166.93,1167.025,0.095,1201.645,"33.111",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1167.594,1167.731,0.137,1201.645,"65.484",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1169.476,1169.584,0.108,1201.645,"46.863",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1169.584,1169.909,0.325,1201.645,"40.281",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1169.909,1169.955,0.046,1201.645,"33.748",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1170.16,1170.354,0.194,1201.645,"38.816",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","other",1170.354,1170.585,0.23,1201.645,"63.946",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1171.686,1171.752,0.067,1201.645,"48.597",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1171.752,1172.02,0.268,1201.645,"38.988",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1172.02,1172.137,0.117,1201.645,"36.935",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1172.137,1172.501,0.364,1201.645,"55.323",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1172.501,1172.932,0.431,1201.645,"33.921",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1175.961,1176.438,0.476,1201.645,"36.600",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1176.438,1176.714,0.277,1201.645,"58.556",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1179.353,1179.409,0.056,1201.645,"30.847",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1179.409,1179.829,0.42,1201.645,"37.583",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1179.829,1179.874,0.045,1201.645,"32.273",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1179.874,1180.091,0.217,1201.645,"61.124",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","ex",1182.353,1182.459,0.106,1201.645,"40.772",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1182.459,1182.976,0.517,1201.645,"34.077",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1182.976,1183.133,0.156,1201.645,"63.351",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1184.092,1184.177,0.086,1201.645,"35.522",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1184.177,1184.323,0.146,1201.645,"33.821",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1184.323,1184.503,0.18,1201.645,"31.280",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1184.503,1184.667,0.164,1201.645,"54.550",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1185.742,1186.055,0.313,1201.645,"32.911",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1186.776,1186.882,0.106,1201.645,"39.557",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1186.882,1187.188,0.306,1201.645,"35.083",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1187.188,1187.298,0.11,1201.645,"34.176",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1187.298,1187.62,0.322,1201.645,"57.725",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1188.123,1188.311,0.188,1201.645,"62.775",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1189.033,1189.099,0.066,1201.645,"39.177",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1189.099,1189.349,0.251,1201.645,"36.091",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1189.349,1189.451,0.102,1201.645,"32.918",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1189.451,1189.65,0.199,1201.645,"55.482",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1192.555,1192.624,0.069,1201.645,"36.564",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1192.624,1192.807,0.183,1201.645,"35.757",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1192.807,1192.936,0.129,1201.645,"33.374",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1194.283,1194.507,0.225,1201.645,"40.744",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1194.507,1194.906,0.398,1201.645,"36.327",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1196.139,1196.749,0.61,1201.645,"35.898",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","cl",1196.749,1196.784,0.035,1201.645,"37.664",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1196.784,1196.833,0.049,1201.645,"26.313",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1196.833,1197.097,0.264,1201.645,"57.327",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1198.747,1198.852,0.104,1201.645,"33.906",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","in",1198.852,1199.184,0.332,1201.645,"45.479",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","uh",1199.184,1199.425,0.241,1201.645,"64.744",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_01_20min","sil",1200.977,1201.645,0.668,1201.645,"34.276",3969,390,1201.65,999.66,3.3,3.97,0.252,627,120.102,1618,1.3464875233534,"2","first"
"evst255_13_20min","sil",5.336,5.444,0.109,1199.812,"40.498",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",6.055,6.243,0.187,1199.812,"42.232",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",6.243,6.516,0.273,1199.812,"37.080",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",6.516,6.587,0.071,1199.812,"32.452",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",6.587,6.694,0.106,1199.812,"36.309",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","uh",6.95,7.234,0.285,1199.812,"64.577",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",7.234,7.311,0.077,1199.812,"39.087",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",8.166,8.276,0.109,1199.812,"33.377",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","uh",8.276,8.606,0.33,1199.812,"57.338",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",8.606,8.75,0.144,1199.812,"32.595",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","other",8.75,9.065,0.316,1199.812,"63.858",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",9.065,9.168,0.103,1199.812,"36.059",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",9.168,9.424,0.256,1199.812,"39.696",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",9.424,9.679,0.254,1199.812,"35.858",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","uh",10.158,10.39,0.232,1199.812,"67.158",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",10.39,10.409,0.019,1199.812,"37.951",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",11.338,11.486,0.149,1199.812,"38.471",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",13.012,13.08,0.068,1199.812,"35.096",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",13.08,13.388,0.308,1199.812,"36.858",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",13.388,13.465,0.077,1199.812,"32.707",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",14.838,15.552,0.714,1199.812,"31.188",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","cl",15.552,15.578,0.026,1199.812,"47.267",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",15.578,15.782,0.203,1199.812,"38.178",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",16.061,16.17,0.11,1199.812,"43.837",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","other",16.17,16.319,0.149,1199.812,"65.026",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",16.319,16.357,0.038,1199.812,"41.260",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",16.357,16.578,0.221,1199.812,"40.331",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",16.578,16.668,0.09,1199.812,"34.492",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",17.034,17.14,0.106,1199.812,"39.077",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",18.071,18.424,0.352,1199.812,"39.351",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",18.424,18.925,0.501,1199.812,"33.333",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","cl",18.925,18.964,0.039,1199.812,"44.283",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",18.964,19.029,0.065,1199.812,"31.446",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",19.029,19.439,0.41,1199.812,"40.570",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",21.915,21.965,0.05,1199.812,"35.725",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",21.965,22.188,0.223,1199.812,"36.164",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",22.188,22.319,0.131,1199.812,"33.382",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",23.895,24.259,0.363,1199.812,"35.532",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","cl",24.259,24.319,0.06,1199.812,"36.190",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",24.319,24.651,0.332,1199.812,"33.737",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",24.651,24.802,0.151,1199.812,"32.607",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","uh",24.802,25.01,0.208,1199.812,"59.931",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",26.229,26.323,0.094,1199.812,"41.816",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",28.729,28.823,0.094,1199.812,"33.275",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","in",28.823,29.149,0.326,1199.812,"35.097",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",29.149,29.267,0.118,1199.812,"30.296",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","uh",29.516,29.688,0.172,1199.812,"65.619",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",33.094,33.249,0.156,1199.812,"36.390",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","sil",33.959,33.994,0.035,1199.812,"34.444",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
"evst255_13_20min","ex",33.994,34.19,0.195,1199.812,"35.102",4401,545,1515.06,1138.24,2.9,3.87,0.259,509,94.278,1619,1.34937806923085,"2","second"
