"file","segment","start","end","dur","filedur","mean_intensity","nsyll","npause","dur(s)","phonationtime(s)","speechrate(nsyll/dur)","articulationrate(nsyll/phonationtime)","ASD(speakingtime/nsyll)","nrFP","tFP(s)"
"engl310_01_20min","sil",776.094,776.17,0.075,1200.47,"44.061",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",776.17,776.416,0.246,1200.47,"81.697",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",776.416,777.116,0.701,1200.47,"83.295",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",777.116,777.297,0.181,1200.47,"52.579",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",777.297,778.553,1.256,1200.47,"79.273",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",778.553,778.816,0.264,1200.47,"57.336",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",778.816,778.903,0.087,1200.47,"46.804",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",778.903,779.352,0.449,1200.47,"59.031",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",779.352,780.844,1.492,1200.47,"82.714",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",780.844,781.032,0.188,1200.47,"53.656",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",781.032,781.239,0.207,1200.47,"49.122",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",781.239,781.279,0.041,1200.47,"39.675",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",781.279,781.693,0.413,1200.47,"51.293",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",781.693,781.744,0.052,1200.47,"43.197",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",781.744,782.04,0.296,1200.47,"76.134",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",782.04,782.107,0.067,1200.47,"53.995",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",782.107,784.355,2.247,1200.47,"81.971",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",784.355,784.501,0.146,1200.47,"66.465",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",784.501,784.533,0.032,1200.47,"43.564",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",784.533,784.769,0.236,1200.47,"50.760",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",784.769,787.287,2.517,1200.47,"82.975",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",787.287,787.336,0.049,1200.47,"46.179",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",787.336,787.659,0.323,1200.47,"52.966",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",787.659,788.061,0.402,1200.47,"79.475",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",788.061,790.19,2.129,1200.47,"80.206",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",790.19,790.333,0.144,1200.47,"54.473",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",790.333,790.425,0.092,1200.47,"49.415",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",790.425,790.808,0.383,1200.47,"62.057",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",790.808,790.85,0.043,1200.47,"48.422",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",790.85,791.356,0.505,1200.47,"84.770",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",791.356,791.644,0.288,1200.47,"51.955",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",791.644,793.097,1.453,1200.47,"84.210",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",793.097,793.322,0.226,1200.47,"49.730",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",793.322,794.485,1.162,1200.47,"79.095",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",794.485,794.614,0.129,1200.47,"59.628",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",794.614,795.575,0.962,1200.47,"83.801",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",795.575,795.714,0.139,1200.47,"49.771",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",795.714,796.595,0.88,1200.47,"82.371",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",796.595,796.683,0.088,1200.47,"47.612",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",796.683,797.103,0.42,1200.47,"61.656",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",797.103,797.152,0.049,1200.47,"46.277",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",797.152,797.459,0.306,1200.47,"84.744",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",797.459,797.671,0.212,1200.47,"68.932",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",797.671,797.761,0.09,1200.47,"42.773",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",797.761,798.134,0.373,1200.47,"55.328",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",798.134,798.186,0.052,1200.47,"42.517",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",798.186,798.276,0.09,1200.47,"60.017",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",798.276,798.634,0.358,1200.47,"81.756",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",798.634,798.696,0.062,1200.47,"42.795",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",798.696,798.94,0.244,1200.47,"48.227",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",798.94,799.051,0.111,1200.47,"42.754",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",799.051,800.134,1.083,1200.47,"84.849",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",800.134,800.267,0.132,1200.47,"48.582",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",800.267,800.793,0.526,1200.47,"83.148",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",800.793,801.209,0.416,1200.47,"50.984",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",801.209,801.339,0.13,1200.47,"44.444",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",801.339,801.767,0.429,1200.47,"54.541",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",801.767,802.19,0.422,1200.47,"55.309",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",802.19,802.69,0.501,1200.47,"57.418",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",802.69,802.886,0.196,1200.47,"73.740",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",802.886,804.543,1.657,1200.47,"52.794",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",804.543,805.075,0.533,1200.47,"52.584",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",805.075,805.567,0.491,1200.47,"57.960",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",805.567,807.564,1.997,1200.47,"81.554",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",807.564,808.148,0.584,1200.47,"66.653",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",808.148,809.3,1.152,1200.47,"81.035",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",809.3,809.551,0.251,1200.47,"58.691",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",809.551,809.647,0.097,1200.47,"55.392",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",809.647,810.064,0.417,1200.47,"56.349",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",810.064,811.648,1.584,1200.47,"82.321",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",811.648,811.731,0.082,1200.47,"49.188",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",811.731,812.023,0.293,1200.47,"55.797",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",812.023,812.066,0.043,1200.47,"48.446",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",812.066,812.36,0.294,1200.47,"82.372",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",812.36,814.35,1.99,1200.47,"81.756",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",814.35,814.486,0.136,1200.47,"55.604",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",814.486,815.94,1.454,1200.47,"46.232",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","cl",815.94,816.007,0.067,1200.47,"71.793",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",816.007,816.064,0.057,1200.47,"49.437",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",816.064,816.066,0.002,1200.47,"48.669",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",816.066,816.351,0.285,1200.47,"82.207",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",816.351,817.689,1.338,1200.47,"82.941",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",817.689,817.862,0.172,1200.47,"53.652",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",817.862,818.991,1.129,1200.47,"84.670",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",818.991,819.154,0.164,1200.47,"52.980",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",819.154,819.544,0.389,1200.47,"61.786",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",819.544,819.572,0.028,1200.47,"51.552",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",819.572,819.744,0.172,1200.47,"87.413",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",819.744,823.665,3.921,1200.47,"83.994",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",823.665,823.743,0.078,1200.47,"54.622",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",823.743,824.095,0.352,1200.47,"59.773",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",824.095,824.133,0.037,1200.47,"51.714",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",824.133,824.383,0.25,1200.47,"84.790",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",824.383,826.838,2.456,1200.47,"82.647",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",826.838,827.139,0.301,1200.47,"50.452",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",827.139,827.249,0.11,1200.47,"44.935",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",827.249,828.12,0.871,1200.47,"81.841",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",828.12,828.309,0.189,1200.47,"54.634",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",828.309,828.437,0.129,1200.47,"45.614",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","cl",828.437,828.459,0.022,1200.47,"63.988",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",828.459,829.022,0.563,1200.47,"61.276",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",829.022,829.186,0.164,1200.47,"44.842",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",829.186,830.415,1.229,1200.47,"81.485",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",830.415,830.563,0.148,1200.47,"56.629",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",830.563,830.95,0.387,1200.47,"82.708",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",830.95,831.095,0.145,1200.47,"53.223",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","other",831.095,831.529,0.434,1200.47,"80.980",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",831.529,831.58,0.051,1200.47,"49.908",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",831.58,832,0.419,1200.47,"61.975",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",832,832.037,0.037,1200.47,"52.527",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",832.037,832.227,0.189,1200.47,"84.567",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",832.227,833.302,1.076,1200.47,"86.163",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",833.302,833.419,0.117,1200.47,"53.226",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",833.419,835.236,1.816,1200.47,"56.929",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",835.236,835.903,0.667,1200.47,"82.165",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",835.903,836.036,0.133,1200.47,"50.572",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",836.036,836.568,0.532,1200.47,"58.564",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",836.568,836.696,0.128,1200.47,"46.514",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",836.696,837.111,0.415,1200.47,"65.499",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",837.111,837.15,0.04,1200.47,"52.838",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",837.15,837.473,0.323,1200.47,"82.258",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",837.473,837.633,0.16,1200.47,"48.418",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",837.633,839.561,1.927,1200.47,"84.816",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",839.561,839.702,0.141,1200.47,"59.109",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",839.702,839.938,0.237,1200.47,"41.976",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","cl",839.938,840.058,0.119,1200.47,"61.508",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",840.058,840.277,0.219,1200.47,"57.825",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",840.277,840.317,0.041,1200.47,"47.270",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",840.317,840.682,0.365,1200.47,"80.633",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",840.682,841.018,0.335,1200.47,"46.200",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",841.018,842.775,1.757,1200.47,"80.468",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",842.775,842.96,0.185,1200.47,"45.584",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",842.96,843.67,0.71,1200.47,"80.367",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",843.67,844.049,0.379,1200.47,"46.104",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",844.049,845.694,1.645,1200.47,"81.830",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",845.694,845.801,0.107,1200.47,"50.252",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",845.801,848.57,2.769,1200.47,"81.715",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",848.57,848.794,0.224,1200.47,"50.731",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",848.794,850.487,1.693,1200.47,"81.765",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",850.487,850.522,0.035,1200.47,"48.338",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",850.522,850.865,0.343,1200.47,"60.775",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",850.865,850.886,0.022,1200.47,"53.531",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",850.886,851.1,0.214,1200.47,"83.081",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",851.1,851.803,0.703,1200.47,"84.155",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",851.803,852.039,0.236,1200.47,"56.834",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",852.039,852.077,0.038,1200.47,"50.463",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",852.077,852.315,0.238,1200.47,"82.422",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",852.315,853.87,1.555,1200.47,"82.152",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",853.87,853.936,0.066,1200.47,"47.472",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",853.936,854.24,0.304,1200.47,"53.942",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",854.24,854.284,0.044,1200.47,"45.830",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",854.284,854.716,0.433,1200.47,"79.175",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",854.716,855.256,0.54,1200.47,"79.435",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",855.256,855.634,0.378,1200.47,"83.043",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",855.634,855.688,0.054,1200.47,"52.535",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",855.688,858.835,3.147,1200.47,"78.894",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",858.835,858.883,0.048,1200.47,"43.351",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",858.883,859.264,0.381,1200.47,"47.211",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",859.264,859.364,0.1,1200.47,"42.736",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",859.364,861.155,1.791,1200.47,"80.949",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",861.155,861.247,0.092,1200.47,"53.663",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",861.247,861.396,0.149,1200.47,"43.620",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",861.396,861.682,0.286,1200.47,"50.164",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",861.682,861.737,0.055,1200.47,"43.503",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",861.737,866.059,4.322,1200.47,"80.528",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",866.059,866.131,0.072,1200.47,"58.536",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",866.131,866.345,0.214,1200.47,"55.595",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",866.345,866.426,0.081,1200.47,"45.722",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",866.426,867.665,1.239,1200.47,"80.930",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",867.665,867.706,0.041,1200.47,"58.453",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",867.706,867.974,0.268,1200.47,"54.026",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",867.974,868,0.027,1200.47,"46.845",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",868,869.252,1.252,1200.47,"82.734",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",869.252,869.45,0.198,1200.47,"49.319",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",869.45,870.587,1.137,1200.47,"82.681",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",870.587,870.654,0.067,1200.47,"43.244",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",870.654,870.855,0.2,1200.47,"47.126",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",870.855,871.742,0.888,1200.47,"83.058",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",871.742,872.234,0.492,1200.47,"50.441",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",872.234,872.739,0.505,1200.47,"45.189",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","cl",872.739,872.83,0.091,1200.47,"55.957",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",872.83,873.384,0.553,1200.47,"60.037",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",873.384,873.431,0.048,1200.47,"47.950",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",873.431,873.647,0.215,1200.47,"76.214",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","ex",873.647,873.825,0.178,1200.47,"55.140",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",873.825,875.255,1.43,1200.47,"44.706",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",875.255,876.012,0.757,1200.47,"82.561",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",876.012,876.132,0.12,1200.47,"52.987",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",876.132,876.206,0.075,1200.47,"63.639",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",876.206,876.304,0.098,1200.47,"45.046",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",876.304,876.499,0.194,1200.47,"77.947",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",876.499,877.024,0.525,1200.47,"80.214",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",877.024,877.105,0.081,1200.47,"57.642",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",877.105,881.202,4.097,1200.47,"82.046",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",881.202,881.444,0.242,1200.47,"84.332",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",881.444,881.482,0.038,1200.47,"57.351",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",881.482,881.856,0.374,1200.47,"56.384",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",881.856,881.896,0.04,1200.47,"46.888",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","uh",881.896,882.285,0.389,1200.47,"80.703",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",882.285,882.33,0.045,1200.47,"55.650",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",882.33,885.48,3.15,1200.47,"81.871",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",885.48,885.618,0.138,1200.47,"52.124",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",885.618,885.835,0.216,1200.47,"78.454",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",885.835,886.047,0.212,1200.47,"51.406",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","in",886.047,886.303,0.256,1200.47,"53.864",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",886.303,886.359,0.056,1200.47,"43.718",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","np",886.359,887.492,1.133,1200.47,"78.378",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
"engl310_01_20min","sil",887.492,887.522,0.03,1200.47,"45.838",3127,461,1200.47,891.71,2.6,3.51,0.285,621,134.378
